Crs & Sec,CRN,Title,Cred,Days,Time,Room,Instructor,Notes,Grad. Reqs.,Seats Left
PSY-312-A,20409,Psy Res: Data Visualization,1,TR,8:15 AM - 9:30 AM,CHAM 1096,Smith M,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-312-B,20589,Psy Res: Data Visualization,1,TR,8:15 AM - 9:30 AM,CHAM 1096,Smith M,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-316-A,20410,Psy Res: Indus/Organiza Psy,1,F,8:30 AM - 10:20 AM,WALL 380,Ng L,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-316-B,20411,Psy Res: Indus/Organiza Psy,1,F,8:30 AM - 10:20 AM,WALL 380,Ng L,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-316-C,20591,Psy Res: Indus/Organiza Psy,1,F,10:30 AM - 12:20 PM,WALL 380,Ng L,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-316-D,20592,Psy Res: Indus/Organiza Psy,1,F,10:30 AM - 12:20 PM,WALL 380,Ng L,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-318-A,20412,Psy Research: Social Psy,1,W,8:30 AM - 10:20 AM,WALL 228,Good J,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-318-B,20413,Psy Research: Social Psy,1,W,8:30 AM - 10:20 AM,WALL 228,Good J,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-318-C,20593,Psy Research: Social Psy,1,W,10:30 AM - 12:20 PM,WALL 228,Good J,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-318-D,20594,Psy Research: Social Psy,1,W,10:30 AM - 12:20 PM,WALL 228,Good J,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-324-A,20414,Functional Neuroanatomy,1,W,1:30 PM - 4:20 PM,WALL 307,Ramirez J,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,25
PSY-330-A,20751,"Music, Nostalgia, and Memory",1,,,,Bond A,,,25
PSY-351-A,20627,Adv Sem:Gender&Psychopathology,1,TR,8:15 AM - 9:30 AM,WALL 243,Sockol L,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-351-B,20590,Adv Sem:Gender&Psychopathology,1,TR,8:15 AM - 9:30 AM,WALL 243,Sockol L,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-354-A,20416,Adv Sem: Med Rehab Disability,1,TR,9:40 AM - 10:55 AM,WATSON 109,Stutts L,"[{""code"":""234+"",""description"":""Sophomores, Juniors and Seniors only until first day of class""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-365-A,20418,Adv Sem:Clinical Neuropsych,1,M,1:30 PM - 4:20 PM,WALL 307,Icard P,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-365-B,20595,Adv Sem: Clinical Neuropsych,1,M,1:30 PM - 4:40 PM,WALL 307,Icard P,"[{""code"":""23"",""description"":""Sophomores and Juniors only""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-400-A,20647,Senior Thesis,1,,,,Good J,,,25
PSY-400-B,20700,Senior Thesis,1,,,,Bond A,,,25
PSY-400-C,20733,Senior Thesis,1,,,,Sockol L,,,25
PSY-400-D,20734,Senior Thesis,1,,,,Ng L,,,25
PSY-400-E,20735,Senior Thesis,1,,,,Multhaup K,,,25
PSY-401-A,20419,Issues in Psychology,1,TR,9:40 AM - 10:55 AM,WALL 307,Boyd M,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-401-B,20420,Issues in Psychology,1,TR,12:15 PM - 1:30 PM,WALL 307,Boyd M,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
PSY-401-C,20421,Issues in Psychology,1,TR,1:40 PM - 2:55 PM,WATSON 119,Multhaup K,"[{""code"":""4"",""description"":""Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
REL-165-A,20422,Islam in America,1,MW,8:05 AM - 9:20 AM,EU 101,Zamir R,,,25
REL-167-A,20608,Religion and Philanthropy,1,TR,12:15 PM - 1:30 PM,CHAM 3106,Patel V,,,25
REL-250-A,20423,Themes in Theology& Ethics:God,1,MWF,12:30 PM - 1:20 PM,CHAM 1046,Ottati D,,,25
REL-251-A,20424,Moral Reflection Perilous Wrld,1,TR,1:40 PM - 2:55 PM,SLOAN 100,Swenson-Lengyel W,,,25
REL-254-A,20425,Religion & Economics,1,MWF,9:30 AM - 10:20 AM,CHAM 3068,Ottati D,,,25
REL-268-A,20427,Hindu Gods and Goddesses,1,TR,3:05 PM - 4:20 PM,CHAM 1045,Patel V,,,25
REL-271-A,20428,Buddhism,1,MWF,1:30 PM - 2:20 PM,CHAM 1006,Pang R,,,25
REL-301-A,20429,What is religion good for?,1,MW,2:30 PM - 3:45 PM,CHAM 2209,Snyder G,,,25
REL-395-A,20661,Evangelical Women in America,1,,,,Wills A,,,25
REL-459-A,20430,#Spiritual-But-Not-Religious,1,T,8:15 AM - 10:55 AM,VAC 108,Zamir R,,,25
REL-498-A,20758,Honors Thesis,1,,,,Swenson-Lengyel W,,,25
RUS-102-A,20431,Elementary Russian II,1,MWF,10:30 AM - 11:20 AM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,25
RUS-202-A,20432,Intermediate Russian II,1,MWF,11:30 AM - 12:20 PM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,25
RUS-280-A,20433,Russia & the West,1,MWF,8:30 AM - 9:20 AM,CHAM 3187,Ewington A,"[{""code"":""IN-ENGL"",""description"":""In English""}]",,25
RUS-317-A,20434, Russian Mass Media,1,MWF,9:30 AM - 10:20 AM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,25
RUS-417-A,20435, Adv: Russian Mass Media,1,MWF,9:30 AM - 10:20 AM,CHAM 3209,Moskvitina L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""},{""code"":""XP"",""description"":""Course meets for extra periods""}]",,25
RUS-420-A,20577,War & Peace: Tolstoy,1,T,1:40 PM - 4:20 PM,CHAM 2209,Ewington A,"[{""code"":""234+"",""description"":""Sophomores, Juniors and Seniors only until first day of class""},{""code"":""IN-ENGL"",""description"":""In English""}]",,25
SIL-111-A,20436,Beginning Dutch,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-115-A,20437,Beginning Italian,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-116-A,20438,Continuing Italian,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-117-A,20439,Intermediate Italian,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-120-A,20440,Beginning American Sign Lang,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-121-A,20441,Continuing Amer Sign Lang,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-125-A,20442,Beginning Korean,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-126-A,20443,Continuing Korean,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-131-A,20444,Beginning Modern Greek,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-132-A,20445,Continuing Modern Greek,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-134-A,20446,Beginning Vietnamese,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-141-A,20447,Beginning Portuguese,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-142-A,20448,Continuing Portuguese,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-143-A,20449,Intermediate Portuguese,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-171-A,20450,Beginning Hindi,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-185-A,20451,Beginning Japanese,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-186-A,20452,Continuing Japanese,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SIL-187-A,20453,Intermediate Japanese,1,,,,Jimenez A,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""},{""code"":""PRM"",""description"":""Permission of instructor required""}]",,25
SOC-101-A,20454,Introductory Sociology,1,TR,8:15 AM - 9:30 AM,DANA 146,Jung C,"[{""code"":""123"",""description"":""First-years, Sophomores and Juniors only""}]",,25
SOC-120-A,20455,Society of Strangers,1,MWF,10:30 AM - 11:20 AM,WATSON 140,Marti G,,,25
SOC-201-A,20456,Social Statistics,1,MWF,9:30 AM - 10:20 AM,WATSON 247,Brenner-Levoy J,,,25
SOC-205-A,20457,Racial and Ethnic Relations,1,MWF,11:30 AM - 12:20 PM,WATSON 140,Marti G,,,25
SOC-236-A,20458,Sociology of Disability,1,MWF,8:30 AM - 9:20 AM,CHAM 3068,Seide K,,,25
SOC-240-A,20459,Social Movements,1,TR,12:15 PM - 1:30 PM,CHAM 2084,Jung C,,,25
SOC-265-A,20460,Demography,1,TR,9:40 AM - 10:55 AM,WATSON 140,Kaufman G,,,25
SOC-370-A,20461,Major Sociological Theorists,1,MWF,8:30 AM - 9:20 AM,CHAM 1096,Brenner-Levoy J,,,25
SOC-382-A,20462,Men and Masculinities,1,W,1:30 PM - 4:20 PM,WATSON 310,Brenner-Levoy J,"[{""code"":""234"",""description"":""Sophomores, Juniors and Seniors only""}]",,25
SOC-391-A,20463,Survey Research Methods,1,TR,1:40 PM - 2:55 PM,CHAM 2084,Jung C,,,25
SOC-395-A,20648,Lived (Dis)ability,1,,,,Seide K,,,25
SOC-416-A,20464,Invstg Hidden Curriculum,1,M,1:30 PM - 4:20 PM,CHAM 3068,Seide K,,,25
SOC-495-A,20646,Indep Research in Sociology,1,,,,Kaufman G,,,25
SOC-495-B,20652,Independent Senior Thesis,1,,,,Seide K,,,25
SOC-495-C,20653,Independent Senior Thesis,1,,,,Brenner-Levoy J,,,25
SOC-495-D,20708,Honors Thesis:Caste & Marriage,1,,,,Kaufman G,,,25
SOU-101-A,20465,Intro to South Asian Studies,1,TR,9:40 AM - 10:55 AM,CHAM 1006,Gouri Suresh S,,,25
SPA-101-B,20573,Elementary Spanish I,1,MWF,8:30 AM - 9:20 AM,CHAM 3209,Esparragoza R,"[{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,25
SPA-102-A,20467,Elementary Spanish II,1,MWF,8:30 AM - 9:20 AM,CHAM 3198,Santamaria L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,25
SPA-102-B,20468,Elementary Spanish II,1,MWF,9:30 AM - 10:20 AM,CHAM 3198,Esparragoza R,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,25
SPA-102-C,20469,Elementary Spanish II,1,MWF,11:30 AM - 12:20 PM,CHAM 3198,Santamaria L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,25
SPA-102-D,20622,Elementary Spanish II,1,MWF,12:30 PM - 1:20 PM,CHAM 1027,Esparragoza R,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,25
SPA-102-E,20574,Elementary Spanish II,1,MWF,10:30 AM - 11:20 AM,CHAM 2187,Santamaria L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,25
SPA-201-A,20471,Intermediate Spanish,1,MWF,8:30 AM - 9:20 AM,CHAM 2198,Paredes Chanca M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,25
SPA-201-B,20472,Intermediate Spanish,1,MWF,10:30 AM - 11:20 AM,CHAM 2198,Paredes Chanca M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,25
SPA-201-C,20473,Intermediate Spanish,1,MWF,1:30 PM - 2:20 PM,CHAM 2198,Geyer C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,25
SPA-201-D,20474,Intermediate Spanish,1,MWF,2:30 PM - 3:20 PM,CHAM 2198,Geyer C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,25
SPA-201-E,20575,Intermediate Spanish,1,MWF,11:30 AM - 12:20 PM,CHAM HANCE,Boyer P,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT-II"",""description"":""Students must attend two weekly AT sessions, meeting times TBD""}]",,25
SPA-219-A,20840,Research Methods in Linguistic,1,,,,Jimenez A,,,25
SPA-260-A,20475,Conversation & Composition,1,MWF,12:30 PM - 1:20 PM,CHAM 3234,Jimenez A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT"",""description"":""Students must attend one weekly AT session, meeting times TBD""}]",,25
SPA-260-C,20477,Conversation & Composition,1,TR,1:40 PM - 2:55 PM,CHAM 3187,Maiz-Pena M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""},{""code"":""AT"",""description"":""Students must attend one weekly AT session, meeting times TBD""}]",,25
SPA-265-A,20478,Spanish for the Professions,1,MWF,11:30 AM - 12:20 PM,CHAM 3234,Paredes Chanca M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-271-A,20479,Hispanic Humanities I,1,TR,1:40 PM - 2:55 PM,CHAM 2198,Willis A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-272-A,20480,Hispanic Humanities II,1,TR,9:40 AM - 10:55 AM,CHAM 3187,Pena L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-272-B,20481,Hispanic Humanities II,1,TR,12:15 PM - 1:30 PM,CHAM 3198,Pena L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-307-A,20482,The Bilingual Mind,1,MWF,9:30 AM - 10:20 AM,CHAM 2187,Jimenez A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-324-A,20483,Emotionl Comm Medievel Iberia,1,TR,8:15 AM - 9:30 AM,CHAM 3209,Sanchez-Sanchez S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-329-A,20782,IS: Spa Lit Prior to 1700,1,,,,Sanchez-Sanchez S,,,25
SPA-348-A,20544,Cultural Politics of Flamenco,1,TR,9:40 AM - 10:55 AM,CHAM 3209,Sanchez-Sanchez S,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-352-A,20485,Contemp Latin American Cinema,1,TR,1:40 PM - 2:55 PM,CHAM 3198,Pena L,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-376-A,20543, Latinx Border Crossings,1,MWF,11:30 AM - 12:20 PM,CHAM 1027,Geyer C,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-384-A,20486,Special Topics (post-1800),1,TR,12:15 PM - 1:30 PM,CHAM 3187,Maiz-Pena M,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-409-A,20487,Race&Empire in Hisp Atlantic  ,1,TR,3:05 PM - 4:20 PM,CHAM B027,Boyer P,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-422-A,20488,Puerto Rico: Arts & Resistance,1,MW,2:30 PM - 3:45 PM,CHAM 3198,Willis A,"[{""code"":""34+"",""description"":""Juniors and Seniors only until the first day of class""},{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
SPA-499-A,20671,"Sr Honors, Tutorial & Thesis",1,,,,Sanchez-Sanchez S,,,25
THE-200-A,20495,Production Technology,1,TR,9:40 AM - 10:55 AM,CUNN 132,Akard A,,,25
THE-210-A,20496,Leadrshp&Mgt in Arts,1,MWF,2:30 PM - 3:20 PM,CUNN 109,Henderson K,"[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,25
THE-232-A,20497,Scene Painting,1,F,10:30 AM - 1:20 PM,CUNN 130,Tripathi A,,,25
THE-245-A,20498,Acting I,1,TR,8:55 AM - 10:55 AM,CUNN 100,Webb J,,,25
THE-245-B,20499,Acting I,1,TR,2:30 PM - 4:20 PM,CUNN 100,Halliday S,,,25
THE-310-A,20500,Adv Leadrshp&Mgt in Arts,1,MWF,2:30 PM - 3:20 PM,CUNN 109,Henderson K,"[{""code"":""XLST"",""description"":""Cross-listed; see course description for equivalent course (registration may be changed later if needed).""}]",,25
THE-345-A,20501,Acting II,1,MW,12:30 PM - 2:20 PM,CUNN 100,Costa A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
THE-372-A,20502,August Wilson's Ten-Play Cycle,1,TR,12:15 PM - 1:30 PM,CHAM 1027,Webb J,,,25
THE-397-A,20843,Technical Direction,1,,,,Akard A,,,25
THE-410-A,20503,Advanced Theatre Making,1,MW,9:30 AM - 11:20 AM,CUNN 132,Costa A; Tripathi A,"[{""code"":""PRQ"",""description"":""There is a prerequisite for the course; see catalog""}]",,25
THE-498-A,20829,Honors Thesis,1,,,,Webb J,,,25
WRI-101-A,20518,Writing with Gandhi,1,MWF,8:30 AM - 9:20 AM,CHAM 3196,Patel V,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-B,20519,Death,1,MWF,9:30 AM - 10:20 AM,CHAM 2234,Blum J,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-C,20520,#MeToo,1,TR,9:40 AM - 10:55 AM,CHAM 2209,Horowitz K,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-CC,20617,Politics of Love,1,MW,8:05 AM - 9:20 AM,CHAM 2196,Gasparowicz N,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-E,20522,Here and There: Writing Place,1,MWF,10:30 AM - 11:20 AM,CHAM 1096,Norris M,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-G,20524,Bathing and Culture,1,MWF,11:30 AM - 12:20 PM,CHAM B027,Smith A,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-H,20525,Are Prisons Obsolete?,1,TR,12:15 PM - 1:30 PM,CHAM 1086,Vincent H,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-I,20526,Claiming Disability,1,TR,12:15 PM - 1:30 PM,WATSON 109,Fox A,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-J,20527,Dark Academia,1,MWF,12:30 PM - 1:20 PM,CHAM 3196,Lee T,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-K,20528,Death,1,MWF,10:30 AM - 11:20 AM,CHAM 2234,Blum J,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-M,20530,"Mindfulness, Yoga and Qi",1,MWF,2:30 PM - 3:20 PM,CHAM 2187,Pang R,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-O,20532,Facebook Friends,1,MW,2:30 PM - 3:45 PM,CHAM HANCE,Heggestad J,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-101-P,20531,"Nuclear Sci, Tech, & Policy",1,MWF,2:30 PM - 3:20 PM,DANA 153,Kuchera A,"[{""code"":""1"",""description"":""First-years only""},{""code"":""W"",""description"":""WRI courses are not available to students in Humanities or who have already met the composition requirement""}]",,25
WRI-202-A,20559,Navigating Academic Genre,1,TR,12:15 PM - 1:30 PM,CHAM 1045,He F,,,25
WRI-302-A,20533,God and Evolution,1,MWF,12:30 PM - 1:20 PM,CHAM 2198,Blum J,,,25
XPL-199-A,20534,High Impact Experiential Lrnin,1,F,1:30 PM - 4:20 PM,CHAM 2234,Riemer S,"[{""code"":""PRM"",""description"":""Permission of instructor required""},{""code"":""NA"",""description"":""Auditors Not Permitted""}]",,25
